feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
1.5804122815514468,-1.0374149147718956,-0.34453416328405534,-1.6059487281975335,3.1904928693080095,-4.741673252536749,1.3077875323043984,0.289019180561748,3.398696972922214,-0.6856172606838802,0
2.589646091049536,3.1819699713614478,0.8511214385539085,-4.89436560906502,-0.033803185648639746,-1.9110308692679896,0.30358641592472096,0.9727999594162688,-1.2176451862158495,-0.32263683750679134,1
3.0069635331533338,-0.7194943748460019,0.05132081981051356,-3.324561057209184,-1.404612386871381,-2.3640208305075885,0.940389435438432,-0.6169834880896572,0.45673427857956805,-0.9982342709967407,1
2.044206119614661,0.3802818100121151,0.3698115029531773,-2.588871809854608,0.44175644481668236,-1.3530620121814452,1.9728474093796926,1.4711868528889258,-0.6003554023964076,-0.9289241046813906,1
1.1461860604003804,0.5358119698173909,0.6466890138040351,-3.1051388877430237,1.08490997680391,-2.1795313364520164,2.6124475365162216,1.2980425365299306,-1.214737137742882,-0.13892111137433683,1
2.5485120221871087,2.0609498386296923,-0.3024287286603254,-2.3984862762226316,0.6928525080428415,-1.9142459547357145,-1.606855547589773,0.0415079779254699,1.281666805104203,-0.14708971596326237,1
-0.493412143416591,0.011004737804103826,0.17694909876709433,2.3519434926534197,-0.5789309017794256,2.9860951649305925,0.5020555358221651,2.298376030939037,0.639432816275862,-2.4108630885358195,1
1.7845219231175258,0.9098771328489201,-0.3198433513854015,-1.6515406270121569,1.0416732825481567,-0.9543184605721973,1.6602674323022482,2.033621469591444,-1.631520643451887,0.6813872318735419,1
-0.329094404480053,-4.912113469829474,-0.5214229973293122,3.1915749480055813,2.0165135612947496,2.617792832233378,4.648575306806459,2.109577404479152,-1.2969558904785843,-1.7915702047327011,1
0.19916327341073536,-0.2568064778691621,-0.5083213076440843,-1.5447516507253152,0.766623244776642,-1.36475755848917,2.499992364805412,1.291417370536036,-0.024955296894780377,-1.1259106831542949,1
0.051095765538443416,3.897572423926472,0.5108082911146118,-2.628594940260799,-0.5810460851337017,-1.0523367661781573,-0.564672200676312,1.040158648133326,-1.6639177675537784,1.434709522275254,1
1.3014906448968264,-1.2134921143356197,-0.7536411094124758,-0.8235038657807409,-0.4001471932441869,-1.457768517004701,3.264718705346136,1.8159032380401199,-2.2403667438962684,1.5092870675974766,0
-0.5471542245214587,0.3895926021992849,-0.695997162714202,-3.5458806769766134,0.024407763891972634,-0.2903211059298464,2.462736460484084,-0.0773096783929087,-1.4305322676278283,-2.1824574292821772,1
0.4806355921870098,-3.364169869772767,-2.4759524002504185,-4.823232711286382,-1.27101566504933,-2.5277554255264403,4.929400745834895,-1.4337126971365917,0.16821160649835543,-4.052158035093138,0
-0.9096490703479512,2.266357478100391,1.1344461192351076,1.0176976870610048,1.2382973318613109,-0.2628378150190316,-1.5098010287291639,0.5678607045137594,-1.6619807046962913,3.8021277386049226,1
-1.102978651574067,-1.0017086055941358,-1.5592880933423845,3.0496345858370812,-0.591894421595379,0.8442495744337608,-1.0122779239867454,0.0742279539671229,2.6441311482129715,-1.0009332681077252,0
0.020404849424465632,-2.1108351648594414,1.2621540832235467,1.9822078204278628,-1.2265226351782894,0.5329715791356895,-1.1437495192995732,-1.6203670038095976,1.229317202873206,0.15373564223693847,0
0.12589681733819924,0.6510569467117451,0.8284787410460753,-3.6635047513824723,-0.8156215608214722,-1.9690596101487134,0.5236441365060497,-1.7592725970948815,-1.5448129884503858,0.7736095919977239,0
-0.15689513116228115,1.3328318539742692,0.5066099197017384,-1.8120675408771383,1.035971180650426,0.3173668597131347,0.9929894266298558,0.7248482885166322,-1.6851646037777486,-0.36466913445103233,1
1.8270017979657145,0.9437926853337884,-1.5135799742248126,-6.174794211129273,-0.17841696811223393,-3.2834148304327675,4.6083860871506515,1.2592493315902562,-4.765973691350215,1.5322524937760094,0
0.9249173394449437,-0.5841455202681882,-1.2729268283384298,-0.7830633246733374,-1.499828060752253,-0.4544983142066471,0.22074273767063307,-0.3351749050274542,0.6602833461938575,-0.9631586663321684,1
-3.729851872131678,-2.7753921804279997,1.501107489618944,0.5038644325286694,-0.7107119353746494,-1.2905700222463303,3.908753622629296,-0.4583464264579393,-1.0102601595286982,0.45989487217001246,0
-0.18678758768449377,-0.25536359249365914,-0.06240357302267567,0.7969157174398471,0.3529256486598221,1.1929834175299479,-1.274729468193479,-0.6815541780027106,1.9583725660364877,-2.1096988437089124,0
0.6367187492672928,2.2473414103375653,1.03882968197446,4.8326963167145465,0.6179862648893485,1.8829370278791948,-5.602923255593999,0.8172515121509885,3.479242196729415,1.0856084060845108,0
-1.7914563318108332,-0.7586407969189779,-0.14911336701507252,-1.8864781163305697,1.5989438649655514,-0.559964584172428,3.560726295103659,0.5770168114439798,-0.7830143992643783,-2.0591740309755053,0
-0.18024686719803695,1.3888836765670967,0.19262050898573893,-2.0493431997054032,-0.05535805777698597,-1.9703603692635772,1.821806653141089,1.3902650822734621,-1.1814601171767103,0.852176577407612,0
0.8508132820757681,-2.3035413717625595,-0.15351664437061396,-2.978450109192487,-0.45331631492964863,-0.8446657959540974,3.2550288465972965,-0.9590037266006952,-2.1541820500839224,-0.8863256411763527,0
-1.0855260757614773,-4.068185132725029,0.14965498632534457,-6.704583806735674,1.1794375985987544,-4.233577384503151,8.834922696205613,-0.5557270160302901,-1.416558496319494,-4.198946467746597,0
2.2925389858994194,-2.8644513268969245,-1.5892800149548916,-4.727646281077547,0.40007313547339246,-3.794407614260688,5.509381682158488,0.35401608387944045,-1.024751339276936,-1.6057741493000963,1
2.1598219018788853,-0.5248027280275913,1.7479201372164614,-0.5255696679737023,-0.08913762177963762,-0.1505579271925097,4.2245710840465724,4.696392463235792,0.10704470773389219,-2.7647432800696743,0
1.0420233727258057,-1.713926431673288,-1.26374825155811,-0.3424178156097118,0.0027389595274595383,-0.2725329862178908,1.970739994667197,0.5054617210741787,-0.8576133218891346,-0.1905066766060357,0
0.6719194242070995,-0.8203832656400316,0.380929693529483,0.5523819602395157,0.18000273027704164,1.2053665903520334,0.6126096652156389,0.6057353484163875,-0.331096849045717,-0.8663114353686012,1
0.95450339452154,1.8781189770080153,0.08806906149316879,3.3111299835624615,-0.4374219543281932,1.7861750076208571,-2.6844742831236568,2.3983030609050155,2.2626776048000314,-0.29411056016383197,0
0.32312400690405624,-0.5538646957502208,0.05288896654248478,-2.9437201658315026,-0.9459345925413448,-1.1938486175095766,2.2272750022812726,-0.4608246709614561,-1.4467674744422858,-0.633853313284932,0
2.9018408490299317,1.5272522007980283,-0.551644423055611,-3.3423667571935893,0.906283541653225,-1.7621887905840616,2.6946621103989035,3.018807749903961,-1.8366605763818935,-0.05818465936891237,1
1.5152620758554778,1.8885792115594313,-1.2758883153648957,-0.9578416448408765,1.0259006840956837,-1.1324263721638699,-0.4863283374455956,1.5021680128544292,0.7364612734913432,0.03587673660778978,1
2.962249062288871,-0.5000794965868316,-0.18105772860321714,-1.9797609475842048,-1.1262852204817764,-1.0546397694032636,0.8514561188478516,0.37388960921481706,-0.41529730202306175,-0.3595944004803717,1
1.081385740444185,2.5434793064977614,0.2665695027536206,-4.049368547246827,-0.4197456439659345,-1.7896539749851965,-0.21468802721782368,-0.26147295045619345,-0.5915939056500809,-0.2578854350255334,1
0.3215661961400535,2.0763814974747756,0.47869109464512416,-1.5628439801474319,-0.3838150512224086,-2.160080922412887,1.5378224611076685,2.3007478265550763,-1.4803005908533435,1.9417022933816341,0
1.1148934156848609,-1.0889304601180825,-1.4555436076157198,2.9799345211207933,-0.6898971358339308,-0.3187245101048573,2.2867777348809466,3.906859697718864,-0.46028776892599754,1.746017430453998,0
-0.10817062185271509,0.8350001935700248,-1.6207223110691744,-2.660544107173525,-1.2292406303112395,-1.0492746298578848,1.0610489803563574,-0.14734430388048092,-0.4402911112824181,-0.979482243648799,1
2.5270809772277865,1.5891489950117401,0.1963886552640923,-2.0990464817883905,0.7557224666872844,0.8494449095242709,0.9491878835970994,2.1232854872771765,-1.8360493893578926,-0.8977271920338106,1
0.42054922162177316,-0.3373834946890543,0.22838653046054913,0.001727669063974535,-2.1265810828191976,-0.9765905681911233,0.30284868179136853,0.041799271835942564,-0.46712877468331576,1.3758021811742136,0
1.236568889703314,1.9805444642538659,0.5308349966845378,-4.381313727434414,0.5681037923896936,-2.5023012302663146,1.0177796688112188,-0.04081228533746972,-2.3139661964646443,1.427822008462784,1
0.9847842766442205,0.5376583923444731,-0.6528208944545693,-2.330790582712082,-0.418517894613271,-0.3532681239011922,0.9591210007717553,0.289746093863972,-0.4958741442446045,-1.3412718377388928,1
0.6072783182308686,-0.7675268540096549,-0.018964061296865592,-1.9932233021505084,-0.8380429272019556,-1.0651286945596343,3.651653569837859,1.4622148944718274,-2.5284923472953245,0.31424102561903666,1
0.809977524671878,1.1440743527277157,0.8874777433228473,-1.9153434430085614,-0.5891349184119888,-0.5397837943804881,2.2227645207480315,2.2903769395811926,-1.1692485228999372,-0.8002606925536497,1
-0.5860834007571907,-1.5947463936126343,-0.1283041326844083,-1.4412091916338055,-0.14008663231982987,-2.108881621547585,4.694065052999231,1.9286564465475369,0.13005350323275944,-1.7494755631637577,0
-0.3372091917275556,0.8523732404903537,0.0678438156517689,4.134184247304271,0.20020306671447619,-0.23985420083047326,-2.9024021600540575,1.0093102228009274,2.7970735488395393,1.952383635806194,0
0.2443576282010681,-2.6033442122529475,-1.0429280698246826,1.4220071800810519,-0.7681759175209151,1.1164341086522656,2.3093669155194445,1.2430245510477296,0.8613298332645498,-2.478871132202242,0
